ID,Account,Product,Period,Price
4253,BoaFairy,Bowling Ball,1/14/2015,10.27
4254,Cellisti,Snow Plow,2/24/2015,10.53
4255,Hanglober,Buzz Cola,4/15/2015,12.83
4256,Alphenymp,Pacifier,2/25/2015,11.13
4257,Forsyncer,Hot Dog,4/10/2015,5.35
4258,GoldTarget,Almond Milk,4/6/2015,10.4
4259,Boostleysse,Slingshot,1/5/2015,4.82
4260,Brandenes,Almond Milk,3/30/2015,12.28
4261,Eapperpl,Devil Donut,1/12/2015,11.45
4262,ForlifeLittle,Left-handed Scissors,1/27/2015,9.89
4263,Chicatrisv,Pacifier,4/14/2015,8.74
4264,Caperlexe,Buzz Cola,1/5/2015,8.21
4265,Ladynallik,Hot Dog,2/15/2015,7.61
4266,RonzUber,Bowling Ball,3/2/2015,11.33
4267,Alessata,Bowling Ball,2/5/2015,8.2
4268,Eapperpl,Saxophone Reed,3/28/2015,4.92
4269,Greentgro,Almond Milk,1/23/2015,3.6
4270,Lithornet,Saxophone Reed,4/27/2015,5.02
4271,salesforce.com,Flower Bouquet,4/1/2015,10.51
4272,SnoWord,Pacifier,3/2/2015,12.99
4273,Eapperpl,Devil Donut,4/28/2015,4.14
4274,Masonomou,Snow Plow,3/14/2015,9.16
4275,Rushtumm,Bowling Ball,1/23/2015,3.91
4276,Goldenbrae,Squishee,3/11/2015,12.57
4277,Pistarynx,Almond Milk,2/16/2015,12.6
4278,Bingovence,Hot Dog,2/27/2015,12.43
4279,Latinament,Saxophone Reed,4/27/2015,3.48
4280,DeckTruck,Devil Donut,4/15/2015,8.17
4281,Fernotele,Barley,2/25/2015,8.46
4282,Meadomark,Hot Dog,1/3/2015,4.8
4283,Nexawayim,Buzz Cola,1/26/2015,4.14
4284,Alessata,Barley,2/24/2015,8.73
4285,Estarch,Slingshot,2/27/2015,3.15
4286,Bradelextr,Saxophone Reed,1/5/2015,10.36
4287,Caperlexe,Snow Plow,2/19/2015,8.13
4288,Communique,Pacifier,1/11/2015,3.33
4289,IteTabloid,Snow Plow,3/13/2015,11.37
4290,ExpertWitch,Saxophone Reed,4/24/2015,11.17
4291,Richisulse,Almond Milk,2/19/2015,7.07
4292,InvaderRoll,Saxophone Reed,2/26/2015,6.61
4293,Ladynallik,Almond Milk,2/25/2015,8.89
4294,Firectored,Krusty-Os,3/10/2015,7.72
4295,NewscastKenka,Bowling Ball,2/21/2015,10.19
4296,GurlyJinPersonal,Saxophone Reed,1/7/2015,11.18
4297,BauerCheese,Flower Bouquet,4/18/2015,7.89
4298,PositiveSpider,Flower Bouquet,1/18/2015,5.88
4299,Anospeak,Slingshot,1/11/2015,12.27
4300,Rock4me,Krusty-Os,2/11/2015,12.93
4301,Bloodiell,Saxophone Reed,4/30/2015,10.08
4302,LatestPeach,Saxophone Reed,1/14/2015,9.13
4303,Crawlerra,Left-handed Scissors,1/29/2015,5.31
4304,Headlines,Krusty-Os,1/5/2015,11.74
4305,Chilledet,Bowling Ball,2/13/2015,7.93
4306,BuffyArsenal,Krusty-Os,2/2/2015,9.24
4307,Mettertbe,Bowling Ball,3/30/2015,4.41
4308,BiggExotic,Snow Plow,3/1/2015,10.23
4309,ListHaro,Barley,4/10/2015,5.41
4310,Goldenbrae,Bowling Ball,2/18/2015,9.93
4311,RonzUber,Flower Bouquet,1/5/2015,7.44
4312,Rocketonbi,Orange Punch,3/22/2015,11.24
4313,Grouptu,Squishee,2/4/2015,12.95
4314,AnnouncerNephew,Snow Plow,4/14/2015,5.02
4315,Hopercomni,Pacifier,1/23/2015,12.5
4316,Rainbower,Devil Donut,3/10/2015,9.44
4317,Apenguinda,Orange Punch,3/28/2015,6.42
4318,Precing,Slingshot,4/17/2015,9.25
4319,RonzUber,Buzz Cola,1/9/2015,9.89
4320,MurphyFan,Barley,4/22/2015,4.63
4321,Anospeak,Saxophone Reed,2/6/2015,9.13
4322,OneHelp,Saxophone Reed,3/16/2015,11.41
4323,Reportsur,Left-handed Scissors,1/24/2015,12.9
4324,Dailiesol,Buzz Cola,2/13/2015,3.72
4325,BrainyZollo,Slingshot,4/10/2015,11.19
4326,Downpomsto,Buzz Cola,1/28/2015,4.66
4327,Anhartzimm,Bowling Ball,2/27/2015,7.87
4328,LogFly,Left-handed Scissors,1/7/2015,9.61
4329,Nicenterge,Barley,2/26/2015,12.25
4330,Bloodiell,Orange Punch,1/17/2015,10.75
4331,AttractiveSizzlin,Saxophone Reed,1/7/2015,8.78
4332,CheeseSunset,Left-handed Scissors,2/21/2015,6.03
4333,Estarch,Orange Punch,4/3/2015,4.38
4334,Global Media,Left-handed Scissors,2/16/2015,5.78
4335,Enlisher,Orange Punch,1/6/2015,7.05
4336,Hartlinkel,Saxophone Reed,1/9/2015,7.28
4337,KentrosBrood,Krusty-Os,1/10/2015,4.24
4338,AnnouncerNephew,Squishee,1/5/2015,8.68
4339,FixEver,Flower Bouquet,3/31/2015,8.38
4340,Intellba,Krusty-Os,4/15/2015,10.11
4341,Reportsur,Bowling Ball,3/15/2015,10.83
4342,GuyPhia,Saxophone Reed,1/3/2015,9.36
4343,Recipecide,Snow Plow,3/10/2015,3.37
4344,Heaticel,Devil Donut,1/7/2015,10.05
4345,Shaticubed,Flower Bouquet,2/23/2015,8.58
4346,Facerust,Slingshot,2/23/2015,10.42
4347,Comiclengua,Flower Bouquet,3/25/2015,6.68
4348,Perustima,Slingshot,2/6/2015,12.36
4349,Sheerlism,Snow Plow,4/17/2015,6.51
4350,Genusting,Flower Bouquet,4/17/2015,4.3
4351,FunkyFreexRing,Squishee,3/31/2015,11.68
4352,Hippopton,Devil Donut,2/27/2015,10.34
4353,Genusting,Devil Donut,1/28/2015,12.41
4354,ActuallyGravity,Buzz Cola,1/19/2015,12.21
4355,Nioneenf,Buzz Cola,1/5/2015,11.65
4356,Mediantam,Flower Bouquet,3/20/2015,10.02
4357,Emachere,Orange Punch,2/17/2015,7.99
4358,AboveRosa,Buzz Cola,3/22/2015,10.94
4359,Holyncepha,Pacifier,1/13/2015,10.18
4360,NearlyAce,Krusty-Os,3/11/2015,3.04
4361,Clericmat,Krusty-Os,1/29/2015,9.64
4362,Lukeythmed,Left-handed Scissors,1/11/2015,6.49
4363,Gladples,Pacifier,3/24/2015,10.1
4364,ShowHead,Snow Plow,2/23/2015,9.91
4365,Funnynanome,Squishee,3/24/2015,3.25
4366,HulkBlonde,Saxophone Reed,1/30/2015,8.16
4367,Grouptu,Saxophone Reed,4/2/2015,5.43
4368,Holyncepha,Flower Bouquet,2/19/2015,3.88
4369,DudeCakeGrabs,Snow Plow,1/1/2015,11.29
4370,Diaryptor,Snow Plow,4/17/2015,11.74
4371,Pathours,Squishee,2/1/2015,6.38
4372,Crandivx,Buzz Cola,1/22/2015,11.79
4373,Connenetti,Left-handed Scissors,2/5/2015,3.04
4374,Dolockar,Slingshot,2/28/2015,9.06
4375,Indileon,Bowling Ball,4/4/2015,4.61
4376,CrazyNumBrace,Flower Bouquet,4/26/2015,6.53
4377,FreexCasual,Left-handed Scissors,2/18/2015,6.91
4378,Octalogi,Barley,2/24/2015,10.89
4379,BeHeadline,Snow Plow,2/25/2015,11.21
4380,ChiNotice,Hot Dog,3/25/2015,3.96
4381,Ripplayer,Krusty-Os,2/15/2015,5.41
4382,KentrosBrood,Flower Bouquet,1/30/2015,8.3
4383,Kittindol,Left-handed Scissors,1/13/2015,5.36
4384,ChiAra,Bowling Ball,1/8/2015,3.61
4385,Bridgec,Slingshot,3/6/2015,5.19
4386,Deepnesca,Devil Donut,1/8/2015,9.44
4387,Remedios,Bowling Ball,1/12/2015,3.46
4388,Feathmind,Hot Dog,3/31/2015,4.47
4389,AttractiveSizzlin,Squishee,2/12/2015,8.36
4390,Gerrics,Saxophone Reed,3/20/2015,11.05
4391,BlueDev,Slingshot,1/15/2015,11.16
4392,Lineadyne,Left-handed Scissors,3/23/2015,8.76
4393,PartyGotInspiring,Left-handed Scissors,1/9/2015,8.68
4394,Bleck,Bowling Ball,1/3/2015,5.85
4395,Funkimagia,Krusty-Os,3/25/2015,3.46
4396,Animorror,Slingshot,2/4/2015,10.61
4397,Emidsient,Bowling Ball,1/22/2015,12.57
4398,PodFang,Orange Punch,4/13/2015,8.16
4399,PopularTwinkle,Left-handed Scissors,1/21/2015,11.42
4400,Hytermat,Left-handed Scissors,4/20/2015,3.61
4401,Bloodiell,Buzz Cola,1/9/2015,3.59
4402,Formerva,Saxophone Reed,4/7/2015,7.39
4403,Hansgen,Krusty-Os,4/7/2015,11.66
4404,Caperlexe,Left-handed Scissors,4/22/2015,5.84
4405,Poppugg,Pacifier,3/13/2015,10.79
4406,Sheerlism,Left-handed Scissors,4/28/2015,3.73
4407,Networker,Pacifier,1/26/2015,9.43
4408,Bullowerre,Left-handed Scissors,1/18/2015,6.92
4409,Downpomsto,Krusty-Os,1/30/2015,5.78
4410,MyheroCurious,Krusty-Os,4/17/2015,7.74
4411,ActuallyGravity,Barley,3/20/2015,9.6
4412,Nationtr,Krusty-Os,4/1/2015,4.95
4413,Countryboat,Hot Dog,3/31/2015,5.69
4414,PositiveSpider,Barley,2/17/2015,4.52
4415,Lodingee,Almond Milk,1/21/2015,3.22
4416,Bevectican,Hot Dog,4/4/2015,7.73
4417,Choicance,Saxophone Reed,1/25/2015,3.79
4418,Eurinewh,Pacifier,1/28/2015,9.46
4419,Feathmind,Buzz Cola,3/15/2015,3.13
4420,Hjaltinre,Almond Milk,4/16/2015,7.27
4421,Clownerli,Squishee,4/13/2015,3.14
4422,Boostleysse,Almond Milk,3/8/2015,5.63
4423,NearlyAce,Orange Punch,2/19/2015,12.36
4424,Helmedare,Buzz Cola,2/16/2015,9.7
4425,CleverSimple,Hot Dog,1/12/2015,11.62
4426,Fallsbergen,Almond Milk,4/23/2015,6.72
4427,Divisional,Flower Bouquet,4/17/2015,6.04
4428,Seepanethor,Hot Dog,4/2/2015,9.6
4429,Firstrous,Flower Bouquet,2/19/2015,11.09
4430,Audivinq,Snow Plow,4/14/2015,7.72
4431,Pyranka,Bowling Ball,1/6/2015,7.05
4432,CrazyNumBrace,Pacifier,2/19/2015,6.73
4433,Posamne,Slingshot,2/8/2015,5.23
4434,LogFly,Pacifier,3/31/2015,4.42
4435,ChiNotice,Left-handed Scissors,1/4/2015,6.33
4436,ListHaro,Left-handed Scissors,4/4/2015,5.6
4437,IteTabloid,Left-handed Scissors,4/12/2015,3.78
4438,Guantownta,Squishee,3/20/2015,8.62
4439,Guantorona,Saxophone Reed,3/5/2015,3.17
4440,Firectored,Hot Dog,3/6/2015,12.66
4441,CaptainBill,Hot Dog,3/6/2015,11.28
4442,Lyndatage,Hot Dog,4/18/2015,7.38
4443,Cellisti,Slingshot,3/11/2015,12.01
4444,Hippopton,Hot Dog,3/12/2015,7.5
4445,Chiaritail,Saxophone Reed,1/29/2015,7.69
4446,Rushtumm,Bowling Ball,2/8/2015,4.56
4447,PrimeEye,Saxophone Reed,3/31/2015,10.95
4448,LilCrown2free,Bowling Ball,3/23/2015,10.69
4449,RatWitchHott,Pacifier,3/28/2015,6.99
4450,Besteres,Barley,1/16/2015,11.01
4451,Inventilit,Flower Bouquet,4/27/2015,10.8
4452,Precappl,Left-handed Scissors,4/14/2015,11.55
4453,NearlyAce,Saxophone Reed,2/3/2015,10.96
4454,ForlifeLittle,Krusty-Os,2/21/2015,4.32
4455,Lutechax,Pacifier,4/12/2015,4.94
4456,AnnouncerNephew,Barley,3/17/2015,10.45
4457,Authorksto,Snow Plow,1/4/2015,4.86
4458,Cardroug,Flower Bouquet,2/28/2015,10.93
4459,Prelaym,Bowling Ball,1/4/2015,11.18
4460,ActuallyGravity,Barley,3/18/2015,12.15
4461,CaptainBill,Buzz Cola,1/5/2015,9.75
4462,GossipNight,Almond Milk,4/23/2015,9.69
4463,Lentelty,Buzz Cola,2/27/2015,4.43
4464,Lineadyne,Slingshot,4/11/2015,7.54
4465,AnnouncerNephew,Squishee,2/28/2015,6.51
4466,Lukeythmed,Hot Dog,1/12/2015,10.97
4467,BoaFairy,Orange Punch,4/8/2015,8.21
4468,Nediumpm,Bowling Ball,2/28/2015,11.07
4469,Crawlergy,Hot Dog,3/12/2015,9.59
4470,Pathours,Hot Dog,2/19/2015,11.33
4471,Maxieldse,Slingshot,2/25/2015,10.4
4472,PrimeEye,Left-handed Scissors,1/14/2015,11.65
4473,AttractiveSizzlin,Flower Bouquet,4/20/2015,10.54
4474,FoxLipsx,Krusty-Os,3/24/2015,10.4
4475,Dualcrewa,Flower Bouquet,4/24/2015,12.34
4476,Doblanepm,Squishee,1/20/2015,9.68
4477,AshKlugFluent,Krusty-Os,4/22/2015,9.6
4478,Colictor,Bowling Ball,1/25/2015,11.95
4479,ArsenalTalk,Left-handed Scissors,1/26/2015,6.92
4480,Buddyella,Flower Bouquet,3/26/2015,11.93
4481,Greentgro,Buzz Cola,1/28/2015,5.74
4482,Lodingee,Squishee,1/10/2015,8.74
4483,MatterSimply,Hot Dog,4/20/2015,6.13
4484,HeraldEye,Barley,4/15/2015,5.26
4485,Diaryptor,Devil Donut,3/3/2015,8.79
4486,CaptainBill,Buzz Cola,4/2/2015,7.27
4487,NearlyAce,Orange Punch,1/12/2015,3.19
4488,Blikitbec,Orange Punch,2/4/2015,8.25
4489,Chilledet,Orange Punch,2/5/2015,11.67
4490,BiggExotic,Snow Plow,3/2/2015,3.15
4491,Bedsoft,Devil Donut,4/18/2015,4.18
4492,CuriousStorm,Barley,2/19/2015,11.36
4493,Ificoact,Squishee,4/27/2015,12.15
4494,Holyncepha,Hot Dog,4/3/2015,5.37
4495,FunkyFreexRing,Buzz Cola,1/17/2015,4.93
4496,Palecto,Squishee,1/19/2015,9.06
4497,NotBase,Bowling Ball,4/29/2015,9.35
4498,NozyGiga,Snow Plow,4/8/2015,7.69
4499,Firectored,Snow Plow,1/8/2015,11.96
4500,BradleyNarrative,Krusty-Os,1/27/2015,3.72
4501,Portmare,Saxophone Reed,4/23/2015,11.55
4502,Nordimi,Buzz Cola,4/22/2015,9.8
4503,Chestium,Barley,3/31/2015,12.08
4504,Nepheworma,Krusty-Os,1/6/2015,5.7
4505,LaxrWord,Slingshot,2/25/2015,12.1
4506,BristleSell,Snow Plow,3/16/2015,5.72
4507,HulkBlonde,Slingshot,3/31/2015,8.98
4508,Emachere,Saxophone Reed,1/25/2015,4.61
4509,Poshytess,Pacifier,1/12/2015,7.24
4510,ArsenalTalk,Saxophone Reed,3/4/2015,7.37
4511,PartyBright,Hot Dog,3/18/2015,6.4
4512,Clownwean,Saxophone Reed,4/11/2015,10.37
4513,InloveDiary,Saxophone Reed,1/24/2015,7.19
4514,Lineadyne,Saxophone Reed,4/28/2015,8.39
4515,Precing,Saxophone Reed,2/11/2015,3.24
4516,Sheerlism,Flower Bouquet,4/28/2015,12.23
4517,Pathbaud,Devil Donut,4/14/2015,4.66
4518,GreyPlanet,Squishee,4/14/2015,10.68
4519,Guantorona,Devil Donut,2/22/2015,3.56
4520,Intellba,Krusty-Os,4/15/2015,11.54
4521,Chilledet,Flower Bouquet,2/8/2015,8.54
4522,MyheroCurious,Left-handed Scissors,3/15/2015,7.97
4523,ActuallyGravity,Barley,1/19/2015,7.5
4524,Pedabrsel,Pacifier,3/13/2015,7.6
4525,GuyFarerCake,Buzz Cola,2/24/2015,10.69
4526,Hansgen,Flower Bouquet,3/15/2015,6.56
4527,Cuficel,Orange Punch,2/16/2015,4.9
4528,InloveDiary,Buzz Cola,3/26/2015,4.54
4529,KaptainHerald,Barley,3/27/2015,3.98
4530,InvaderRoll,Left-handed Scissors,1/19/2015,6.19
4531,Capenikk,Snow Plow,2/11/2015,3.61
4532,Holyncepha,Slingshot,3/27/2015,8.09
4533,BearDigestAir,Barley,4/22/2015,11.79
4534,Alphenymp,Bowling Ball,2/4/2015,4.53
4535,Cochinger,Krusty-Os,3/28/2015,10.25
4536,NearlyAce,Devil Donut,4/6/2015,12.95
4537,DigestTight,Bowling Ball,2/21/2015,5.05
4538,Outsourif,Slingshot,2/19/2015,6.64
4539,Ripplayer,Squishee,4/29/2015,9.01
4540,NearlyAce,Snow Plow,2/1/2015,7.72
4541,Mithelle,Barley,4/14/2015,5.3
4542,Alcheri,Pacifier,3/17/2015,6.4
4543,Pinchrine,Flower Bouquet,3/26/2015,10.22
4544,Cuficel,Bowling Ball,1/15/2015,5.21
4545,BuffyArsenal,Bowling Ball,1/15/2015,7.41
4546,Rock4me,Snow Plow,4/27/2015,12.28
4547,Karield,Squishee,2/20/2015,3.18
4548,Pistarynx,Barley,4/19/2015,6.59
4549,Remedios,Squishee,2/7/2015,10.61
4550,Anhartzimm,Flower Bouquet,3/7/2015,3.17
4551,Audivinq,Snow Plow,4/23/2015,7.77
4552,PoetTear,Saxophone Reed,1/5/2015,6.13
4553,Lyfernella,Squishee,1/2/2015,12.1
4554,BleakKid,Barley,3/16/2015,6.27
4555,Boardam,Krusty-Os,3/3/2015,9.82
4556,Cardisted,Buzz Cola,1/9/2015,4.08
4557,Mettertbe,Barley,1/15/2015,7.24
4558,Equancoat,Saxophone Reed,2/27/2015,6.61
4559,Bingovence,Snow Plow,1/1/2015,9.34
4560,DeckTruck,Devil Donut,4/26/2015,5.67
4561,Saiyanetho,Squishee,2/14/2015,4.79
4562,Nozyforbox,Almond Milk,1/21/2015,4.73
4563,Estarch,Saxophone Reed,1/19/2015,11.03
4564,Feistybera,Hot Dog,2/26/2015,7.52
4565,Lacegere,Krusty-Os,3/30/2015,12.88
4566,HeheBraceFizz,Hot Dog,4/12/2015,8.17
4567,Candwire,Squishee,4/20/2015,11.08
4568,DoggIntincr,Buzz Cola,4/15/2015,11.58
4569,Capenikk,Barley,3/18/2015,10.91
4570,DudeCozy,Squishee,4/9/2015,3.37
4571,Gerystat,Devil Donut,1/10/2015,9.89
4572,NotePuff,Snow Plow,4/25/2015,10.33
4573,Cochinger,Krusty-Os,1/17/2015,3.63
4574,ForlifeDream,Squishee,4/26/2015,8.69
4575,Enerpeop,Devil Donut,3/26/2015,7.09
4576,Goldenbrae,Left-handed Scissors,2/11/2015,3.86
4577,Puppygman,Bowling Ball,1/1/2015,4.5
4578,Hockeywork,Almond Milk,2/4/2015,6.18
4579,FootballNot,Saxophone Reed,1/30/2015,4.88
4580,Choicance,Flower Bouquet,2/13/2015,7.73
4581,GrabsWillows,Hot Dog,2/27/2015,4.88
4582,CleverSimple,Slingshot,1/29/2015,9.19
4583,BleakKid,Squishee,3/7/2015,5.25
4584,Actuallywo,Bowling Ball,2/4/2015,9.28
4585,Goldenbrae,Hot Dog,1/28/2015,12.81
4586,Japanos,Devil Donut,3/8/2015,9.5
4587,DudeCakeGrabs,Snow Plow,2/3/2015,3.58
4588,Firstrous,Pacifier,4/14/2015,7.19
4589,Capenikk,Flower Bouquet,1/3/2015,6.68
4590,Indileon,Left-handed Scissors,3/19/2015,5.45
4591,Lineadyne,Squishee,1/9/2015,12.34
4592,BulletinStar,Hot Dog,1/14/2015,12.12
4593,Chestium,Squishee,4/7/2015,10.8
4594,Namedianon,Buzz Cola,1/25/2015,4.26
4595,Pyranka,Snow Plow,1/2/2015,10.3
4596,MyheroCurious,Buzz Cola,3/24/2015,11.32
4597,CutieSpecials,Hot Dog,2/10/2015,9.93
4598,Bryankpi,Bowling Ball,1/17/2015,7.58
4599,GossipNight,Pacifier,4/29/2015,4.5
4600,Mediantam,Buzz Cola,2/2/2015,3.87
4601,Ripplayer,Krusty-Os,2/27/2015,11.33
4602,Isergoba,Almond Milk,3/4/2015,8.21
4603,Networker,Krusty-Os,4/18/2015,6.44
4604,IsYour,Krusty-Os,1/18/2015,5.05
4605,Cordlets,Flower Bouquet,2/22/2015,9.79
4606,Oneareratec,Squishee,2/22/2015,7.91
4607,HeavenNarrative,Squishee,3/27/2015,12.86
4608,Goldencero,Pacifier,4/10/2015,12.73
4609,Fangossen,Barley,1/28/2015,9.86
4610,BeHeadline,Squishee,2/20/2015,9.14
4611,Genusting,Left-handed Scissors,2/24/2015,9.71
4612,FantasticMessages,Squishee,2/20/2015,12.71
4613,Intellba,Devil Donut,1/24/2015,8.43
4614,CuriousStorm,Flower Bouquet,4/2/2015,8.09
4615,Octalogi,Squishee,2/7/2015,11.7
4616,LaxrWord,Slingshot,1/5/2015,10.53
4617,Hockeywork,Squishee,2/28/2015,9.5
4618,GoldCrayon,Hot Dog,2/21/2015,5.44
4619,MyheroCurious,Hot Dog,1/4/2015,8
4620,FighterDiary,Saxophone Reed,3/26/2015,8.6
4621,Perustima,Krusty-Os,1/14/2015,5.35
4622,NoticeSports,Hot Dog,4/6/2015,9.8
4623,Pinchrine,Flower Bouquet,2/2/2015,7.64
4624,GoldCrayon,Squishee,4/6/2015,4.68
4625,Screenary,Squishee,3/23/2015,10.14
4626,Nozyforbox,Devil Donut,2/8/2015,10.48
4627,Lukeythmed,Bowling Ball,2/2/2015,12.53
4628,Hectakent,Slingshot,3/18/2015,4.73
4629,Emachere,Orange Punch,4/27/2015,3.04
4630,Carestl,Almond Milk,3/7/2015,6.7
4631,Clownerli,Saxophone Reed,1/14/2015,12.72
4632,Lentelty,Slingshot,4/15/2015,6.49
4633,Advenopy,Flower Bouquet,2/26/2015,6.64
4634,Adminte,Slingshot,3/5/2015,11.42
4635,Gladples,Hot Dog,1/3/2015,9.44
4636,BauerPure,Buzz Cola,1/9/2015,4.68
4637,Bleck,Buzz Cola,2/22/2015,12.82
4638,ShowHead,Krusty-Os,2/1/2015,8.81
4639,Greentgro,Snow Plow,4/2/2015,8.88
4640,Boxwoodet,Left-handed Scissors,2/7/2015,11.75
4641,Reportsur,Squishee,3/24/2015,12.06
4642,Divisional,Bowling Ball,1/24/2015,3.76
4643,FantasyXoxox,Almond Milk,1/13/2015,8.87
4644,Clownerli,Bowling Ball,3/18/2015,9.61
4645,Acme,Hot Dog,4/24/2015,3.83
4646,PiercePeach,Snow Plow,4/28/2015,9.73
4647,CatHorray,Left-handed Scissors,3/30/2015,5.05
4648,SnoopyTimes,Left-handed Scissors,4/22/2015,3.16
4649,Daranter,Almond Milk,2/11/2015,11.09
4650,Lodingee,Hot Dog,2/11/2015,6.74
4651,Phiatechma,Left-handed Scissors,4/6/2015,3.51
4652,Careampa,Saxophone Reed,4/15/2015,3.5
4653,NekoAngelic,Pacifier,1/19/2015,11.77
4654,Crandivx,Bowling Ball,2/17/2015,7.5
4655,Interca,Krusty-Os,2/10/2015,3.82
4656,Karield,Left-handed Scissors,3/28/2015,7.09
4657,Citythr,Saxophone Reed,4/9/2015,7.44
4658,Mmershpo,Krusty-Os,4/18/2015,11.94
4659,Perfeho,Barley,1/4/2015,4.46
4660,Optionic,Pacifier,3/26/2015,6.71
4661,Adsmanda,Devil Donut,3/29/2015,10.68
4662,FreexCasual,Barley,3/26/2015,5.39
4663,Connenetti,Krusty-Os,4/21/2015,3.6
4664,Authorksto,Hot Dog,4/12/2015,11.37
4665,Crawlergy,Krusty-Os,1/14/2015,8.01
4666,BiggExotic,Hot Dog,4/25/2015,3.77
4667,FoxLipsx,Flower Bouquet,4/26/2015,9.86
4668,IanInspiring,Pacifier,3/8/2015,9.88
4669,Kampenta,Krusty-Os,1/21/2015,9.31
4670,Alcheri,Barley,1/4/2015,8.3
4671,Lentelty,Slingshot,1/19/2015,12.89
4672,FootballNot,Slingshot,3/1/2015,5.79
4673,Notusetti,Pacifier,2/28/2015,10.92
4674,Clownwean,Barley,1/28/2015,10.36
4675,IsYour,Hot Dog,1/7/2015,7.32
4676,Grinfous,Left-handed Scissors,2/22/2015,9.26
4677,Nexawayim,Orange Punch,1/27/2015,7.83
4678,Karield,Hot Dog,3/13/2015,6.2
4679,HeraldEye,Hot Dog,3/28/2015,11.26
4680,Interca,Pacifier,1/18/2015,6.44
4681,Staressa,Devil Donut,3/27/2015,11.12
4682,Remedios,Slingshot,2/10/2015,6.82
4683,BlondieYoga,Slingshot,1/6/2015,3.32
4684,JunkyZest,Saxophone Reed,1/28/2015,10.96
4685,Lineadyne,Pacifier,2/4/2015,9.26
4686,2cuterreenp,Snow Plow,1/22/2015,7.25
4687,JournalKnot,Saxophone Reed,2/1/2015,8.03
4688,Footballee,Saxophone Reed,1/5/2015,9.51
4689,DoubleTen,Saxophone Reed,3/4/2015,3.46
4690,Firectored,Almond Milk,4/18/2015,7.2
4691,Bingovence,Saxophone Reed,4/24/2015,9.2
4692,LuvBleak,Almond Milk,4/2/2015,12.84
4693,CutieSpecials,Squishee,2/2/2015,4.83
4694,Namedstore,Left-handed Scissors,4/10/2015,5.46
4695,DigestTight,Barley,1/7/2015,12.02
4696,BauerCheese,Flower Bouquet,1/29/2015,12.69
4697,Choicance,Pacifier,2/10/2015,9.15
4698,Docunche,Buzz Cola,4/23/2015,7.14
4699,Rushtumm,Pacifier,4/1/2015,10.16
4700,Poshytess,Orange Punch,2/1/2015,7.57
4701,GreyPlanet,Buzz Cola,1/8/2015,7.53
4702,CatMonkey,Snow Plow,2/9/2015,7.95
4703,DudeCozy,Left-handed Scissors,4/7/2015,10.6
4704,Guantownta,Buzz Cola,4/20/2015,4.64
4705,HelloGrand,Left-handed Scissors,3/30/2015,9.61
4706,RatWitchHott,Barley,3/29/2015,7.14
4707,Candwire,Snow Plow,4/10/2015,5.67
4708,Ollynden,Krusty-Os,3/22/2015,12.75
4709,Famoustebl,Barley,3/22/2015,3.5
4710,Poppugg,Barley,2/27/2015,9.54
4711,DudeCakeGrabs,Pacifier,4/13/2015,7.17
4712,PurpleShoes,Slingshot,4/17/2015,5.13
4713,Mesorock,Bowling Ball,1/20/2015,7.09
4714,Lukeythmed,Squishee,3/30/2015,7.84
4715,Footballee,Slingshot,1/10/2015,9.66
4716,IteTabloid,Flower Bouquet,1/29/2015,10.76
4717,Avanscran,Snow Plow,1/26/2015,12.41
4718,ArsenalKino,Snow Plow,2/21/2015,5.47
4719,SnoWord,Krusty-Os,2/14/2015,12.26
4720,NewscastKenka,Slingshot,3/1/2015,8.61
4721,Horrayerex,Almond Milk,3/1/2015,12.07
4722,BlogVod,Pacifier,2/15/2015,5.69
4723,GloryPsychBuddy,Flower Bouquet,4/18/2015,7.76
4724,RazuKenka,Squishee,1/14/2015,5.26
4725,Enerpeop,Barley,4/20/2015,11.42
4726,AboutWise,Devil Donut,4/10/2015,5.28
4727,Pinchoint,Pacifier,3/19/2015,12.94
4728,Grundyneti,Buzz Cola,3/16/2015,8.46
4729,GurlyJinPersonal,Krusty-Os,1/19/2015,8.09
4730,Daysseedia,Squishee,4/26/2015,11.09
4731,JunkyZest,Hot Dog,1/24/2015,9.73
4732,Divisional,Squishee,4/19/2015,8.7
4733,InvaderRoll,Devil Donut,4/17/2015,12.19
4734,Faxionan,Orange Punch,3/29/2015,12.6
4735,Eurinewh,Krusty-Os,4/2/2015,11.6
4736,Sigands,Squishee,3/18/2015,6.63
4737,CrazyNumBrace,Saxophone Reed,4/15/2015,9.36
4738,BabyPro,Pacifier,3/10/2015,9.93
4739,Intincrospr,Buzz Cola,3/29/2015,3.2
4740,Lodingee,Buzz Cola,4/2/2015,12.16
4741,Interca,Buzz Cola,2/4/2015,10.24
4742,Mediaux,Saxophone Reed,3/10/2015,4.25
4743,MatrixAmerica,Krusty-Os,2/24/2015,7.8
4744,Kalamicvi,Krusty-Os,2/17/2015,9.11
4745,Muddlembler,Devil Donut,4/12/2015,8.81
4746,DudeCakeGrabs,Saxophone Reed,1/8/2015,4.59
4747,PlentyBago,Left-handed Scissors,1/23/2015,8.22
4748,HulkDiagonal,Devil Donut,1/25/2015,11.85
4749,Rock4me,Barley,4/27/2015,5.59
4750,Formerva,Left-handed Scissors,4/2/2015,6.1
4751,LatestPeach,Pacifier,1/2/2015,11.26
4752,CuriousStorm,Bowling Ball,1/23/2015,3.86
